Exp	a_t	lp	e_b	e_n	dsbeta	e_ds	mwd	aw	Yu2007-Exp1-2x2-single	Yu2007-Exp1-3x3-single	Yu2007-Exp1-4x4-single	Yurokovisky2013-Exp1-single	Yurokovisky2013-Exp1-either	Yurokovisky2013-Exp1-both	Yurokovisky2013-Exp2-single	Yurokovisky2013-Exp2-either	Yurokovisky2013-Exp2-both	Yurokovisky2013-Exp3-single	Yurokovisky2013-Exp3-either	Yurokovisky2013-Exp3-both	Yurokovisky2013-Exp3-early	Yurokovisky2013-Exp3-late
All	0.973421	0.0279113	0.0737029	0.651142	0.463291	0.149749	0.141687	84.0033	0.224074	0.307407	0.283333	0.166667	0.705556	0.211111	0.122222	0.566667	0.194444	0.194444	0.65	0.144444	0.00555556	0.138889
All	0.989689	0.0119759	0.247065	0.219098	0.485169	2.63859	0.194203	150.477	0.431481	0.288889	0.294444	0.288889	0.505556	0.222222	0.133333	0.688889	0.261111	0.272222	0.805556	0.111111	0.0222222	0.0888889
All	0.996743	0.0578351	0.208531	0.0586821	0.534742	3.33706	0.604074	196.826	0.903704	0.738889	0.685185	0.722222	0.35	0.644444	0.555556	0.705556	0.288889	0.688889	0.811111	0.0666667	0.0555556	0.0111111
All	0.956855	0.0587654	0.198147	0.441973	0.215887	2.81256	0.466361	71.453	0.251852	0.244444	0.359259	0.0388889	0.572222	0.166667	0.127778	0.694444	0.166667	0.233333	0.7	0.166667	0.00555556	0.161111
All	0.952885	0.0166708	0.495979	0.0195063	0.03021	4.52331	0.161625	45.7474	0.188889	0.248148	0.314815	0.183333	0.627778	0.177778	0.0777778	0.7	0.183333	0.144444	0.683333	0.194444	0.0555556	0.138889
All	0.966729	0.0491488	0.177603	0.522568	0.0880225	1.39547	0.158654	175.092	0.227778	0.237037	0.32963	0.0388889	0.555556	0.172222	0.0611111	0.705556	0.166667	0.127778	0.711111	0.166667	0.0444444	0.122222
All	0.990699	0.0569928	0.192341	0.31897	0.434897	2.86704	0.931131	62.7879	0.422222	0.307407	0.283333	0.294444	0.633333	0.222222	0.105556	0.694444	0.277778	0.127778	0.733333	0.2	0.0555556	0.144444
All	0.950431	0.0574437	0.234667	0.425192	0.560566	2.10949	0.635651	92.1644	0.27037	0.251852	0.359259	0.0444444	0.588889	0.166667	0.194444	0.716667	0.166667	0.238889	0.677778	0.166667	0.00555556	0.161111
All	0.971126	0.0662094	0.612788	0.331522	0.315735	4.89952	0.87886	119.212	0.259259	0.231481	0.248148	0.122222	0.583333	0.216667	0.105556	0.738889	0.161111	0.111111	0.783333	0.138889	0.0944444	0.0444444
All	0.951466	0.0116174	0.124856	0.234472	0.0930237	2.22992	0.0726943	60.3262	0.298148	0.333333	0.246296	0.144444	0.344444	0.322222	0.0166667	0.588889	0.216667	0.0777778	0.633333	0.211111	0.172222	0.0388889
All	0.995361	0.0132526	0.0349945	0.326502	0.53061	4.8102	0.272514	107.575	0.644444	0.490741	0.496296	0.433333	0.605556	0.327778	0.416667	0.672222	0.288889	0.361111	0.555556	0.288889	0.277778	0.0111111
All	0.993926	0.0675148	0.149181	0.274393	0.661389	0.527411	0.0651435	112.44	0.577778	0.418519	0.392593	0.472222	0.438889	0.35	0.15	0.733333	0.233333	0.316667	0.5	0.333333	0.305556	0.0277778
All	0.979426	0.0271833	0.246589	0.311825	0.490081	1.96532	0.769209	87.3217	0.340741	0.227778	0.275926	0.183333	0.622222	0.116667	0.216667	0.627778	0.166667	0.238889	0.666667	0.166667	0	0.166667
All	0.951836	0.0355547	0.494368	0.0453626	0.687412	4.76779	0.750506	156.33	0.242593	0.25	0.231481	0.177778	0.383333	0.388889	0.0166667	0.816667	0.166667	0.0222222	0.833333	0.166667	0.105556	0.0611111
All	0.958804	0.0142227	0.633791	0.619477	0.400072	0.199814	0.567218	113.467	0.233333	0.231481	0.272222	0.0833333	0.616667	0.177778	0.105556	0.622222	0.211111	0.0833333	0.661111	0.211111	0.0777778	0.133333
All	0.959315	0.0113314	0.409332	0.227305	0.618152	2.28461	0.218658	145.819	0.298148	0.255556	0.372222	0.0944444	0.638889	0.172222	0.0555556	0.738889	0.166667	0.161111	0.711111	0.166667	0.0777778	0.0888889
All	0.993849	0.0275727	0.518462	0.50683	0.255454	3.83146	0.320978	111.636	0.611111	0.498148	0.577778	0.388889	0.333333	0.455556	0.405556	0.544444	0.372222	0.4	0.572222	0.338889	0.322222	0.0166667
All	0.979698	0.0581806	0.432179	0.136607	0.424242	0.801689	0.20536	192.122	0.340741	0.237037	0.251852	0.205556	0.605556	0.177778	0.116667	0.861111	0.1	0.211111	0.883333	0.0722222	0.0222222	0.05
All	0.978806	0.0364506	0.0605992	0.341964	0.322357	2.80097	0.706664	111.326	0.318519	0.275926	0.233333	0.138889	0.666667	0.0888889	0.261111	0.783333	0.0333333	0.327778	0.822222	0.0111111	0	0.0111111
All	0.99331	0.0320721	0.356843	0.0121494	0.587163	1.89912	0.675606	139.538	0.874074	0.561111	0.492593	0.383333	0.5	0.244444	0.355556	0.477778	0.377778	0.338889	0.522222	0.361111	0.316667	0.0444444
All	0.980002	0.0672832	0.204778	0.670472	0.501838	2.6951	0.527441	14.252	0.235185	0.238889	0.32037	0.122222	0.605556	0.15	0.155556	0.722222	0.166667	0.116667	0.711111	0.166667	0.0555556	0.111111
All	0.972573	0.0591019	0.275656	0.410588	0.18676	3.01967	0.0794556	131.412	0.303704	0.246296	0.259259	0.0888889	0.65	0.15	0.177778	0.744444	0.138889	0.25	0.755556	0.111111	0.0166667	0.0944444
All	0.968754	0.0291641	0.609855	0.488485	0.125841	1.27857	0.836044	181.719	0.27037	0.244444	0.296296	0.172222	0.644444	0.155556	0.138889	0.65	0.194444	0.0944444	0.677778	0.183333	0.0777778	0.105556
All	0.987363	0.0691019	0.38658	0.132806	0.304506	2.27128	0.388003	21.4889	0.414815	0.268519	0.242593	0.338889	0.561111	0.166667	0.161111	0.877778	0.0611111	0.233333	0.683333	0.166667	0	0.166667
All	0.956917	0.0192633	0.601633	0.457091	0.621963	1.93381	0.22648	94.0521	0.224074	0.231481	0.312963	0.183333	0.6	0.177778	0.155556	0.655556	0.205556	0.138889	0.661111	0.194444	0.0833333	0.111111
All	0.954725	0.0407017	0.654026	0.127885	0.394328	1.48953	0.456204	16.3145	0.255556	0.222222	0.251852	0.183333	0.4	0.355556	0.0777778	0.744444	0.188889	0.0611111	0.833333	0.166667	0.105556	0.0611111
All	0.952968	0.056332	0.650318	0.271277	0.233545	4.74161	0.010458	66.4426	0.305556	0.255556	0.22963	0.133333	0.472222	0.327778	0.0388889	0.816667	0.161111	0.0222222	0.833333	0.166667	0.105556	0.0611111
All	0.954078	0.0459096	0.419036	0.0375681	0.60071	0.321707	0.349912	64.0281	0.242593	0.246296	0.235185	0.172222	0.416667	0.383333	0	0.822222	0.166667	0.0111111	0.788889	0.211111	0.0888889	0.122222
All	0.961558	0.0452672	0.581916	0.707635	0.385544	0.39622	0.258958	192.958	0.2	0.253704	0.294444	0.122222	0.638889	0.166667	0.116667	0.633333	0.211111	0.105556	0.633333	0.205556	0.0833333	0.122222
All	0.962422	0.0183695	0.289084	0.174958	0.669248	1.68349	0.981309	95.4063	0.257407	0.283333	0.340741	0.0888889	0.622222	0.166667	0.0555556	0.672222	0.166667	0.194444	0.666667	0.166667	0.00555556	0.161111
All	0.953576	0.0254998	0.416035	0.510195	0.368344	0.897187	0.682195	77.9989	0.198148	0.253704	0.309259	0.105556	0.661111	0.166667	0.116667	0.677778	0.172222	0.155556	0.677778	0.188889	0.0222222	0.166667
All	0.971452	0.0527283	0.718174	0.624288	0.678091	1.23116	0.762969	80.7171	0.283333	0.259259	0.257407	0.172222	0.572222	0.233333	0.0833333	0.644444	0.216667	0.155556	0.7	0.177778	0.0611111	0.116667
All	0.981391	0.0327473	0.399376	0.586106	0.0338368	3.22151	0.29301	62.135	0.266667	0.242593	0.261111	0.255556	0.5	0.244444	0.133333	0.877778	0.0722222	0.2	0.811111	0.0555556	0.0222222	0.0333333
All	0.968306	0.0181276	0.0172818	0.322808	0.720251	1.37794	0.0932984	214.595	0.275926	0.283333	0.311111	0.0222222	0.544444	0.166667	0.205556	0.672222	0.166667	0.261111	0.666667	0.166667	0.00555556	0.161111
All	0.969107	0.0174801	0.129571	0.10028	0.747664	4.44076	0.314982	109.301	0.222222	0.311111	0.290741	0	0.544444	0.166667	0.288889	0.666667	0.166667	0.333333	0.683333	0.15	0	0.15
All	0.976867	0.0337028	0.7113	0.46495	0.141767	2.85225	0.326321	40.3305	0.353704	0.257407	0.251852	0.183333	0.555556	0.227778	0.144444	0.761111	0.138889	0.133333	0.783333	0.127778	0.0555556	0.0722222
All	0.975706	0.0558134	0.525469	0.65406	0.424498	1.69407	0.642888	180.109	0.255556	0.262963	0.261111	0.177778	0.561111	0.294444	0.0944444	0.772222	0.155556	0.0666667	0.811111	0.138889	0.0722222	0.0666667
All	0.958092	0.0329839	0.299955	0.516908	0.481849	1.45981	0.960147	127.106	0.218519	0.244444	0.333333	0.0777778	0.594444	0.194444	0.0944444	0.7	0.166667	0.116667	0.716667	0.166667	0.0444444	0.122222
All	0.995981	0.0651121	0.0759615	0.702905	0.250827	1.17874	0.71621	44.1605	0.412963	0.337037	0.368519	0.311111	0.411111	0.383333	0.222222	0.705556	0.244444	0.172222	0.716667	0.205556	0.0333333	0.172222
All	0.957207	0.0144777	0.113504	0.301047	0.0219793	0.246649	0.242322	98.7611	0.27037	0.272222	0.242593	0.0222222	0.527778	0.233333	0.316667	0.6	0.166667	0.322222	0.661111	0.166667	0	0.166667
All	0.993619	0.0376478	0.301927	0.593111	0.507695	3.70353	0.608408	141.454	0.646296	0.494444	0.546296	0.405556	0.377778	0.394444	0.35	0.516667	0.366667	0.388889	0.433333	0.344444	0.338889	0.00555556
All	0.993024	0.0257072	0.243607	0.346867	0.576298	3.66737	0.79176	146.287	0.525926	0.47037	0.405556	0.405556	0.561111	0.322222	0.183333	0.627778	0.3	0.294444	0.433333	0.377778	0.333333	0.0444444
All	0.982169	0.0508945	0.161078	0.189849	0.189556	0.815837	0.798396	49.413	0.272222	0.303704	0.298148	0.177778	0.816667	0	0.383333	0.766667	0	0.327778	0.827778	0.00555556	0	0.00555556
All	0.952343	0.0422771	0.0992154	0.01517	0.29348	1.53632	0.423319	175.783	0.242593	0.292593	0.248148	0	0.527778	0.166667	0.316667	0.666667	0.166667	0.333333	0.666667	0.166667	0	0.166667
All	0.979157	0.0135854	0.695307	0.638242	0.522557	0.467505	0.172219	97.061	0.337037	0.231481	0.246296	0.216667	0.544444	0.238889	0.111111	0.8	0.116667	0.183333	0.805556	0.1	0.0333333	0.0666667
All	0.987991	0.0606539	0.0500025	0.304617	0.701925	3.45908	0.43464	19.5615	0.342593	0.218519	0.288889	0.2	0.577778	0.166667	0.0166667	0.811111	0.166667	0.0888889	0.811111	0.166667	0	0.166667
All	0.965321	0.0352458	0.588527	0.285077	0.218185	2.16338	0.339432	116.791	0.287037	0.225926	0.324074	0.127778	0.55	0.244444	0.0944444	0.75	0.166667	0.105556	0.755556	0.161111	0.0888889	0.0722222
All	0.975134	0.0321241	0.499121	0.434516	0.597943	2.58001	0.679803	38.8324	0.357407	0.235185	0.287037	0.15	0.65	0.155556	0.127778	0.7	0.155556	0.0944444	0.711111	0.144444	0.0777778	0.0666667
All	0.971793	0.0105747	0.438062	0.534862	0.204161	3.25293	0.907551	190.939	0.255556	0.244444	0.281481	0.161111	0.705556	0.116667	0.0888889	0.716667	0.161111	0.133333	0.733333	0.138889	0.0444444	0.0944444
All	0.955096	0.0465242	0.537611	0.429912	0.318877	3.5413	0.845619	167.119	0.212963	0.242593	0.296296	0.105556	0.661111	0.166667	0.1	0.661111	0.177778	0.138889	0.677778	0.188889	0.0555556	0.133333
All	0.970831	0.0395782	0.200039	0.213614	0.0668296	3.16929	0.408961	88.1015	0.222222	0.268519	0.32963	0.0222222	0.588889	0.166667	0.227778	0.666667	0.166667	0.3	0.666667	0.166667	0	0.166667
All	0.950935	0.0489186	0.461973	0.474304	0.260118	4.48225	0.0224888	160.94	0.155556	0.251852	0.314815	0.111111	0.666667	0.166667	0.111111	0.65	0.2	0.166667	0.655556	0.177778	0.0555556	0.122222
All	0.966313	0.0379952	0.616756	0.619851	0.590147	1.25592	0.471209	75.451	0.225926	0.268519	0.262963	0.133333	0.644444	0.183333	0.0888889	0.677778	0.2	0.105556	0.666667	0.177778	0.0833333	0.0944444
All	0.952673	0.0438117	0.0150826	0.110553	0.695423	4.63096	0.916243	195.001	0.224074	0.32037	0.201852	0	0.644444	0.166667	0.3	0.666667	0.166667	0.333333	0.666667	0.166667	0	0.166667
All	0.978549	0.0486433	0.630525	0.292714	0.329399	0.831933	0.636462	152.416	0.32963	0.216667	0.240741	0.144444	0.611111	0.177778	0.0944444	0.833333	0.116667	0.155556	0.844444	0.0944444	0.05	0.0444444
All	0.971228	0.0222516	0.165161	0.122316	0.128495	0.352043	0.915998	129.388	0.251852	0.333333	0.277778	0	0.5	0.166667	0.0611111	0.666667	0.166667	0.283333	0.666667	0.166667	0	0.166667
All	0.981752	0.0209244	0.46442	0.675795	0.16729	4.75072	0.170357	27.013	0.307407	0.287037	0.25	0.211111	0.572222	0.238889	0.0944444	0.738889	0.183333	0.127778	0.788889	0.105556	0.0555556	0.05
All	0.996938	0.0248122	0.0575094	0.172481	0.363969	2.04643	0.667148	159.149	0.811111	0.537037	0.614815	0.516667	0.583333	0.4	0.427778	0.761111	0.205556	0.333333	0.716667	0.238889	0.227778	0.0111111
All	0.951034	0.0108895	0.678088	0.684666	0.0537717	0.930785	0.0288862	133.551	0.212963	0.27037	0.283333	0.138889	0.638889	0.166667	0.122222	0.622222	0.227778	0.177778	0.6	0.238889	0.0833333	0.155556
All	0.966137	0.0237791	0.330542	0.182004	0.554093	2.44424	0.184963	155.588	0.281481	0.268519	0.362963	0.133333	0.655556	0.166667	0.0611111	0.683333	0.166667	0.205556	0.677778	0.166667	0.0333333	0.133333
All	0.988954	0.0619526	0.619164	0.611483	0.194829	2.31375	0.655846	188.129	0.446296	0.287037	0.372222	0.294444	0.555556	0.255556	0.216667	0.6	0.261111	0.266667	0.672222	0.211111	0.155556	0.0555556
All	0.991989	0.0621417	0.0218573	0.486063	0.499168	0.282854	0.723027	147.022	0.47963	0.305556	0.311111	0.4	0.583333	0.227778	0.238889	0.705556	0.244444	0.316667	0.694444	0.161111	0.138889	0.0222222
All	0.954147	0.020219	0.308985	0.537817	0.496039	3.57242	0.447617	170.524	0.216667	0.237037	0.32963	0.116667	0.638889	0.172222	0.0722222	0.716667	0.172222	0.138889	0.683333	0.166667	0.0555556	0.111111
All	0.974647	0.0667362	0.25219	0.0478695	0.309849	3.78805	0.671679	169.092	0.244444	0.268519	0.222222	0.327778	0.261111	0.427778	0.0222222	0.694444	0.155556	0.172222	0.677778	0.155556	0.0777778	0.0777778
All	0.953335	0.0653292	0.167424	0.570763	0.479143	3.6432	0.781013	147.876	0.248148	0.244444	0.335185	0.0444444	0.577778	0.177778	0.111111	0.7	0.166667	0.155556	0.7	0.172222	0.0333333	0.138889
All	0.988391	0.0371463	0.33776	0.105466	0.306837	1.15393	0.474319	206.105	0.477778	0.290741	0.294444	0.277778	0.65	0.233333	0.211111	0.861111	0.116667	0.2	0.8	0.105556	0.0833333	0.0222222
All	0.985369	0.0367856	0.0527022	0.0682428	0.645113	1.03679	0.703373	154.489	0.292593	0.294444	0.296296	0.216667	0.716667	0.122222	0.244444	0.816667	0.0388889	0.333333	0.777778	0.0333333	0.0166667	0.0166667
All	0.976492	0.0536208	0.450135	0.496654	0.154279	3.76443	0.494254	45.2334	0.177778	0.253704	0.275926	0.211111	0.572222	0.177778	0.0777778	0.661111	0.177778	0.111111	0.644444	0.2	0.0611111	0.138889
All	0.964364	0.0150246	0.22122	0.229333	0.705786	4.04132	0.453133	48.4018	0.222222	0.266667	0.338889	0.0166667	0.605556	0.166667	0.238889	0.666667	0.166667	0.294444	0.666667	0.166667	0	0.166667
All	0.982942	0.0178709	0.346546	0.641771	0.657924	3.93139	0.418345	85.8264	0.314815	0.3	0.274074	0.2	0.516667	0.272222	0.0777778	0.727778	0.172222	0.1	0.733333	0.166667	0.0611111	0.105556
All	0.994412	0.0397645	0.597816	0.552136	0.272799	3.82124	0.697263	144.821	0.62037	0.546296	0.607407	0.372222	0.35	0.461111	0.488889	0.533333	0.333333	0.405556	0.566667	0.405556	0.322222	0.0833333
All	0.982536	0.0494708	0.451093	0.117256	0.244721	2.98344	0.230859	65.3923	0.37963	0.240741	0.233333	0.283333	0.466667	0.283333	0.205556	0.95	0.0388889	0.238889	0.905556	0.0333333	0	0.0333333
All	0.978368	0.0294286	0.487523	0.725367	0.516673	0.989505	0.871367	118.322	0.303704	0.27963	0.264815	0.227778	0.588889	0.2	0.0944444	0.794444	0.116667	0.122222	0.816667	0.0944444	0.0277778	0.0666667
All	0.963067	0.0234746	0.643735	0.687369	0.712021	3.84419	0.543302	213.844	0.285185	0.253704	0.25	0.138889	0.644444	0.188889	0.116667	0.677778	0.2	0.0833333	0.688889	0.188889	0.1	0.0888889
All	0.991614	0.0599786	0.091942	0.732578	0.547293	2.60472	0.222419	159.628	0.661111	0.42037	0.416667	0.438889	0.455556	0.327778	0.311111	0.577778	0.316667	0.322222	0.616667	0.255556	0.238889	0.0166667
All	0.989393	0.0263341	0.446605	0.632964	0.7391	0.39392	0.154574	138.985	0.459259	0.259259	0.296296	0.327778	0.611111	0.211111	0.2	0.683333	0.25	0.238889	0.744444	0.15	0.116667	0.0333333
All	0.998544	0.0505769	0.146038	0.728477	0.0132147	2.62182	0.631267	210.464	0.401852	0.427778	0.509259	0.244444	0.555556	0.422222	0.333333	0.744444	0.116667	0.366667	0.7	0.266667	0.266667	0
All	0.962008	0.0644151	0.434367	0.355791	0.494465	2.96974	0.405335	194.193	0.268519	0.248148	0.348148	0.0888889	0.65	0.166667	0.166667	0.694444	0.166667	0.15	0.705556	0.166667	0.0611111	0.105556
All	0.996302	0.0305288	0.0432087	0.261644	0.122422	2.04018	0.0241565	14.7466	0.514815	0.448148	0.403704	0.511111	0.577778	0.238889	0.322222	0.616667	0.277778	0.305556	0.716667	0.2	0.0611111	0.138889
All	0.962693	0.0360769	0.361172	0.333786	0.413837	2.07097	0.562341	59.8215	0.235185	0.266667	0.372222	0.1	0.633333	0.166667	0.138889	0.688889	0.166667	0.2	0.694444	0.166667	0.0388889	0.127778
