printer	0,998984	3	0,000110	0,149506	0,013269	0,000113	0,007013	0,000077	0,026654	0,016328	0,068844	0,000054	0,043521	0,122894	0,124527	0,000156	0,086924	0,065862	0,123234	0,025526	0,112857	0,000108	0,129158	0,000148	0,048900	0,000057	0,139669	0,000108	0,025033	0,140635	0,150186	0,010758	0,049678	0,000143	0,000067	0,066717	0,000151	0,000083	0,093011	0,026310	0,140939	0,026879	0,197745	0,000060	0,000030	0,213794	0,000060	0,000060	0,000030	0,154996	0,119249	0,077288	0,065618	0,195684	0,085664	0,145838	0,140156	0,000060	0,076734	0,009919	0,000090	0,034253	0,158153	0,059212	0,165688	0,000090	0,013089	
monitor	0,999811	4	0,001654	0,150639	0,024214	0,001698	0,007301	0,001159	0,035622	0,016533	0,064353	0,000805	0,051034	0,124008	0,114483	0,002344	0,095181	0,056529	0,127249	0,033924	0,103061	0,001619	0,128824	0,002220	0,041438	0,000858	0,140597	0,001619	0,033329	0,138129	0,147460	0,009035	0,063551	0,002149	0,000999	0,070250	0,002273	0,001238	0,084148	0,021803	0,136500	0,020795	0,200123	0,000904	0,000452	0,214267	0,000904	0,000904	0,000452	0,157046	0,121209	0,080389	0,069784	0,191104	0,070049	0,150495	0,139580	0,000904	0,079886	0,007613	0,001356	0,033251	0,153131	0,058633	0,165728	0,001356	0,013593	
monitor	0,998941	4	0,000427	0,151855	0,030593	0,000439	0,005097	0,000299	0,044493	0,017712	0,052007	0,000208	0,062013	0,128339	0,106205	0,000605	0,095633	0,061535	0,122842	0,042426	0,093368	0,000418	0,133525	0,000573	0,044087	0,000222	0,141641	0,000418	0,040862	0,137875	0,148307	0,009538	0,059203	0,000555	0,000258	0,082576	0,000587	0,000320	0,075757	0,033828	0,141880	0,022699	0,200956	0,000234	0,000117	0,213977	0,000234	0,000234	0,000117	0,156500	0,119256	0,072887	0,060469	0,196293	0,088594	0,147102	0,144309	0,000234	0,072297	0,015485	0,000350	0,036871	0,159540	0,047412	0,164304	0,000350	0,014266	
speaker	0,9993	7	0,006374	0,151236	0,032173	0,006545	0,012052	0,004465	0,044245	0,019142	0,066479	0,003102	0,057853	0,124036	0,110598	0,009033	0,099085	0,056081	0,129331	0,041931	0,102641	0,006238	0,127198	0,008556	0,043273	0,003306	0,139135	0,006238	0,043050	0,135513	0,146972	0,012747	0,069877	0,008283	0,003852	0,073141	0,008760	0,004772	0,084049	0,049088	0,139403	0,025544	0,198943	0,003485	0,001742	0,211755	0,003485	0,003485	0,001742	0,155244	0,125881	0,066304	0,057528	0,193177	0,088414	0,145216	0,140549	0,003485	0,065887	0,033311	0,005227	0,034358	0,157162	0,051161	0,163222	0,005227	0,016722	
keyboard	0,999196	12	0,006387	0,152285	0,029376	0,006558	0,010828	0,004475	0,051803	0,020973	0,059087	0,003108	0,065194	0,127561	0,104342	0,009052	0,102299	0,056769	0,117533	0,049305	0,104365	0,006251	0,130518	0,008574	0,043978	0,003313	0,129957	0,006251	0,050943	0,126872	0,148353	0,022484	0,062420	0,008300	0,003860	0,081726	0,008778	0,004782	0,086558	0,044247	0,140570	0,036252	0,195857	0,003492	0,001746	0,209976	0,003492	0,003492	0,001746	0,155740	0,124196	0,072655	0,053735	0,194201	0,096908	0,142171	0,139389	0,003492	0,074450	0,030043	0,005238	0,046197	0,159200	0,061419	0,165435	0,005238	0,031152	
speaker	0,999389	11	0,006336	0,151678	0,027518	0,006505	0,010630	0,004438	0,046119	0,020100	0,064602	0,003083	0,058725	0,125806	0,108583	0,008978	0,101518	0,053717	0,122109	0,043842	0,106296	0,006200	0,128931	0,008504	0,041879	0,003286	0,132205	0,006200	0,045472	0,129129	0,147277	0,019172	0,067265	0,008233	0,003828	0,074282	0,008707	0,004743	0,088188	0,041268	0,139552	0,040800	0,192891	0,003464	0,001732	0,207589	0,003464	0,003464	0,001732	0,155238	0,124407	0,074789	0,050992	0,192545	0,097085	0,140071	0,137089	0,003464	0,077747	0,028326	0,005195	0,049804	0,158264	0,067427	0,165705	0,005195	0,038141	
notebook	0,999827	9	0,001637	0,152882	0,021941	0,001681	0,005584	0,001147	0,041328	0,013926	0,054307	0,000797	0,064943	0,128099	0,106838	0,002320	0,104673	0,055877	0,124325	0,039496	0,109754	0,001602	0,131429	0,002197	0,033172	0,000849	0,130586	0,001602	0,039296	0,129043	0,149958	0,016529	0,057580	0,002127	0,000989	0,079428	0,002250	0,001226	0,077864	0,036811	0,141422	0,034812	0,193621	0,000895	0,000447	0,207439	0,000895	0,000895	0,000447	0,153350	0,114211	0,079798	0,056187	0,195407	0,104503	0,138785	0,140825	0,000895	0,081997	0,020534	0,001342	0,052568	0,161500	0,058475	0,163761	0,001342	0,031902	
mouse	0,999811	10	0,001646	0,151123	0,020191	0,001690	0,005257	0,001153	0,037860	0,024278	0,049768	0,000801	0,059423	0,127973	0,112921	0,002333	0,095667	0,064960	0,113691	0,036174	0,100358	0,001611	0,136241	0,002210	0,045209	0,000854	0,135523	0,001611	0,036052	0,134109	0,147485	0,015173	0,052749	0,002139	0,000995	0,084965	0,002263	0,001233	0,081694	0,033766	0,140999	0,031905	0,194664	0,000900	0,000450	0,207306	0,000900	0,000900	0,000450	0,151959	0,104424	0,084810	0,063291	0,196249	0,110243	0,138681	0,143407	0,000900	0,086814	0,018931	0,001350	0,059939	0,162297	0,053568	0,161492	0,001350	0,029244	
monitor	0,994957	15	0,024565	0,145873	0,048556	0,025222	0,027761	0,017208	0,059565	0,039531	0,065368	0,011954	0,077115	0,120386	0,107724	0,034811	0,100661	0,071115	0,124935	0,055744	0,101340	0,024039	0,124192	0,032972	0,059077	0,012742	0,130481	0,024039	0,064379	0,126334	0,138726	0,025370	0,077218	0,031921	0,014844	0,085866	0,033760	0,018391	0,082008	0,052043	0,125879	0,044038	0,187165	0,013430	0,006715	0,201188	0,013430	0,013430	0,006715	0,147727	0,112099	0,093389	0,079756	0,180062	0,096118	0,139596	0,128050	0,013430	0,095006	0,044341	0,020145	0,068807	0,145898	0,074870	0,159986	0,020145	0,044652	
computer	0,999291	2	0,006406	0,150635	0,028159	0,006577	0,018633	0,004487	0,040845	0,021144	0,066956	0,003117	0,055326	0,115866	0,112913	0,009078	0,105281	0,048320	0,124455	0,038721	0,104657	0,006269	0,120097	0,008598	0,035720	0,003323	0,136183	0,006269	0,040160	0,133797	0,145885	0,013785	0,067758	0,008324	0,003871	0,079977	0,008804	0,004796	0,087546	0,029288	0,132265	0,026102	0,195281	0,003502	0,001751	0,209590	0,003502	0,003502	0,001751	0,153995	0,115666	0,096146	0,080989	0,188663	0,078286	0,144956	0,134679	0,003502	0,097943	0,020725	0,005253	0,047924	0,153241	0,075557	0,166344	0,005253	0,026784	
computer	0,994254	16	0,024586	0,145053	0,045450	0,025243	0,040391	0,017223	0,054475	0,037364	0,076177	0,011964	0,070029	0,106653	0,115054	0,034841	0,103564	0,065128	0,125679	0,050880	0,108392	0,024060	0,109804	0,033000	0,055002	0,012753	0,131805	0,024060	0,059687	0,130226	0,140574	0,023936	0,070953	0,031948	0,014857	0,090137	0,033789	0,018406	0,091253	0,048896	0,125220	0,047536	0,186103	0,013441	0,006721	0,201212	0,013441	0,013441	0,006721	0,149022	0,116022	0,097032	0,079314	0,179295	0,091820	0,139718	0,125732	0,013441	0,099657	0,042518	0,020162	0,069206	0,145295	0,084269	0,162671	0,020162	0,050616	
keyboard	0,99981	12	0,001642	0,152102	0,024267	0,001686	0,018408	0,001150	0,050570	0,017079	0,055617	0,000799	0,064124	0,116229	0,102475	0,002327	0,109073	0,046710	0,108608	0,048394	0,104168	0,001607	0,119258	0,002204	0,033217	0,000852	0,126899	0,001607	0,048240	0,125813	0,150116	0,022555	0,049664	0,002134	0,000992	0,096453	0,002257	0,001229	0,089098	0,028327	0,139415	0,039857	0,192845	0,000898	0,000449	0,207302	0,000898	0,000898	0,000449	0,156328	0,117561	0,089181	0,057034	0,193850	0,097088	0,139469	0,138150	0,000898	0,094080	0,017606	0,001347	0,058984	0,160535	0,075203	0,168028	0,001347	0,045017	
notebook	0,999345	14	0,006339	0,150957	0,025710	0,006509	0,022081	0,004441	0,047279	0,019877	0,056603	0,003085	0,069590	0,115175	0,107268	0,008984	0,109420	0,055065	0,116027	0,045002	0,110653	0,006204	0,118525	0,008509	0,034839	0,003288	0,126858	0,006204	0,046853	0,127095	0,149352	0,022077	0,049711	0,008238	0,003831	0,096655	0,008712	0,004746	0,084342	0,040287	0,137106	0,040591	0,188740	0,003466	0,001733	0,205193	0,003466	0,003466	0,001733	0,152010	0,118279	0,097913	0,068122	0,191077	0,099897	0,137818	0,133046	0,003466	0,100102	0,019311	0,005199	0,056657	0,158221	0,075394	0,168324	0,005199	0,044242	
keyboard	0,993899	17	0,024728	0,147372	0,041980	0,025389	0,037135	0,017323	0,063982	0,034970	0,067589	0,012033	0,082994	0,113131	0,105290	0,035042	0,111326	0,064319	0,117644	0,060149	0,116128	0,024199	0,114075	0,033191	0,050427	0,012827	0,118198	0,024199	0,069665	0,117396	0,143558	0,036241	0,063856	0,032133	0,014943	0,097181	0,033984	0,018513	0,090343	0,061207	0,127017	0,047927	0,183516	0,013519	0,006759	0,200317	0,013519	0,013519	0,006759	0,146801	0,119071	0,104598	0,083299	0,180372	0,098982	0,137655	0,123723	0,013519	0,104998	0,040557	0,020278	0,066021	0,147583	0,081198	0,165131	0,020278	0,052353	
mouse	0,999142	8	0,006424	0,150746	0,022462	0,006596	0,020648	0,004500	0,049184	0,026552	0,055730	0,003126	0,065033	0,117568	0,109067	0,009104	0,103926	0,058688	0,103581	0,046911	0,107188	0,006287	0,123195	0,008623	0,044608	0,003332	0,125477	0,006287	0,049191	0,125717	0,148907	0,027200	0,046055	0,008348	0,003882	0,098481	0,008829	0,004810	0,093653	0,042683	0,140910	0,044341	0,189225	0,003512	0,001756	0,208968	0,003512	0,003512	0,001756	0,152265	0,125406	0,088645	0,065047	0,194600	0,100954	0,138709	0,132268	0,003512	0,089088	0,019214	0,005268	0,044483	0,159745	0,076890	0,170192	0,005268	0,035073	
printer	0,999284	3	0,000028	0,150181	0,014896	0,000029	0,012534	0,000020	0,040959	0,020208	0,053863	0,000014	0,058416	0,120626	0,112404	0,000040	0,094989	0,064400	0,104051	0,039343	0,107900	0,000028	0,126985	0,000038	0,047018	0,000015	0,128934	0,000028	0,039078	0,130460	0,151241	0,022025	0,035888	0,000037	0,000017	0,092184	0,000039	0,000021	0,092429	0,034292	0,145482	0,043873	0,189697	0,000016	0,000008	0,210305	0,000016	0,000016	0,000008	0,152199	0,121935	0,084200	0,059816	0,199185	0,106681	0,137463	0,135584	0,000016	0,084458	0,009342	0,000023	0,041171	0,163777	0,072033	0,169764	0,000023	0,028780	
computer	0,993952	18	0,024696	0,144915	0,039124	0,025357	0,041362	0,017301	0,055577	0,038955	0,075144	0,012018	0,071363	0,107333	0,116838	0,034997	0,100705	0,071927	0,116306	0,052073	0,115099	0,024168	0,110896	0,033148	0,061233	0,012810	0,125798	0,024168	0,061610	0,126552	0,143113	0,031494	0,058139	0,032092	0,014923	0,094688	0,033941	0,018489	0,098444	0,063083	0,131138	0,054746	0,183235	0,013502	0,006751	0,202354	0,013502	0,013502	0,006751	0,146962	0,124406	0,088770	0,072718	0,184009	0,104508	0,136223	0,123856	0,013502	0,089072	0,046075	0,020252	0,058040	0,149740	0,083134	0,164833	0,020252	0,046082	
speaker	0,999826	7	0,001639	0,150784	0,017718	0,001683	0,019485	0,001148	0,039435	0,018091	0,064103	0,000798	0,053724	0,113601	0,114827	0,002322	0,101325	0,053453	0,111801	0,037750	0,110758	0,001604	0,118319	0,002200	0,039451	0,000850	0,131400	0,001604	0,037924	0,132466	0,150873	0,019125	0,045516	0,002130	0,000990	0,088579	0,002252	0,001227	0,095800	0,055296	0,145716	0,036979	0,192041	0,000896	0,000448	0,208893	0,000896	0,000896	0,000448	0,152335	0,127460	0,069955	0,050102	0,198807	0,109061	0,136231	0,138029	0,000896	0,070178	0,030841	0,001344	0,035455	0,165027	0,059883	0,166576	0,001344	0,025214	
mouse	0,994307	19	0,024683	0,144352	0,037601	0,025343	0,038733	0,017291	0,051083	0,044036	0,075247	0,012012	0,065144	0,108921	0,121611	0,034979	0,096029	0,074375	0,114296	0,047754	0,110624	0,024155	0,115159	0,033131	0,065990	0,012804	0,129823	0,024155	0,057304	0,130006	0,141081	0,028956	0,061523	0,032075	0,014915	0,091333	0,033923	0,018479	0,100453	0,065857	0,130014	0,049879	0,184901	0,013494	0,006747	0,202991	0,013494	0,013494	0,006747	0,147701	0,126775	0,087135	0,073891	0,183224	0,098714	0,137520	0,124006	0,013494	0,087384	0,050503	0,020242	0,053773	0,148997	0,082485	0,164761	0,020242	0,042730	
computer	0,999825	2	0,001647	0,148831	0,015043	0,001691	0,026611	0,001154	0,033681	0,024213	0,065834	0,000802	0,046318	0,104859	0,122374	0,002334	0,098430	0,054212	0,105091	0,032234	0,107148	0,001612	0,112792	0,002211	0,042784	0,000854	0,135224	0,001612	0,032510	0,137601	0,149252	0,016636	0,040181	0,002140	0,000995	0,095582	0,002264	0,001233	0,101861	0,042782	0,140672	0,031833	0,193097	0,000901	0,000450	0,210626	0,000901	0,000901	0,000450	0,153663	0,126845	0,084327	0,065895	0,195559	0,091442	0,140166	0,134699	0,000901	0,085063	0,023731	0,001351	0,034313	0,160896	0,073930	0,169557	0,001351	0,024163	
keyboard	0,999173	17	0,006390	0,150124	0,018009	0,006560	0,029623	0,004476	0,048120	0,026270	0,062088	0,003109	0,060621	0,108448	0,112877	0,009055	0,105630	0,054974	0,097482	0,045973	0,113203	0,006253	0,113707	0,008576	0,043869	0,003314	0,122515	0,006253	0,048658	0,125053	0,150703	0,030752	0,037388	0,008303	0,003861	0,104098	0,008781	0,004784	0,104120	0,058121	0,140668	0,035441	0,190171	0,003493	0,001747	0,208882	0,003493	0,003493	0,001747	0,150917	0,128184	0,091685	0,071182	0,194838	0,100979	0,138299	0,132107	0,003493	0,090380	0,027369	0,005240	0,037243	0,161252	0,071004	0,170644	0,005240	0,029384	
