Exp	a_t	lp	e_b	e_n	dsbeta	e_ds	mwd	aw	Yu2007-Exp1-2x2-single	Yu2007-Exp1-3x3-single	Yu2007-Exp1-4x4-single	Yurokovisky2013-Exp1-single	Yurokovisky2013-Exp1-either	Yurokovisky2013-Exp1-both	Yurokovisky2013-Exp2-single	Yurokovisky2013-Exp2-either	Yurokovisky2013-Exp2-both	Yurokovisky2013-Exp3-single	Yurokovisky2013-Exp3-either	Yurokovisky2013-Exp3-both	Yurokovisky2013-Exp3-early	Yurokovisky2013-Exp3-late
All	0.99959	0.0986158	0.175869	0.0302663	0.45751	4.53035	0.00543357	201.357	0.677778	0.716667	0.548148	0.227778	0.561111	0.361111	0.611111	0.616667	0.35	0.483333	0.661111	0.227778	0.172222	0.0555556
All	0.999859	0.0577103	0.244531	0.186151	0.25077	3.16098	0.676527	208.912	0.8	0.716667	0.522222	0.233333	0.616667	0.311111	0.522222	0.638889	0.333333	0.677778	0.688889	0.283333	0.166667	0.116667
All	0.999568	0.186218	0.363462	0.188571	0.1983	0.810576	0.695311	204.397	0.533333	0.494444	0.42037	0.361111	0.555556	0.255556	0.327778	0.75	0.244444	0.422222	0.761111	0.15	0.1	0.05
All	0.999616	0.0370083	0.291039	0.0377631	0.224255	1.74262	0.791494	215.93	0.731481	0.688889	0.531481	0.3	0.6	0.338889	0.472222	0.627778	0.361111	0.516667	0.672222	0.25	0.177778	0.0722222
All	0.99955	0.183715	0.249725	0.0525889	0.0228011	3.96778	0.520851	204.984	0.651852	0.612963	0.511111	0.294444	0.555556	0.383333	0.394444	0.672222	0.3	0.361111	0.766667	0.155556	0.105556	0.05
All	0.9996	0.0752546	0.3523	0.33646	0.042101	4.07088	0.914234	213.102	0.605556	0.524074	0.412963	0.311111	0.55	0.266667	0.244444	0.655556	0.327778	0.466667	0.661111	0.277778	0.172222	0.105556
All	0.999738	0.0738824	0.00670867	0.00353024	0.515703	1.91445	0.671799	208.746	0.851852	0.631481	0.601852	0.138889	0.727778	0.227778	0.544444	0.516667	0.427778	0.766667	0.7	0.261111	0.255556	0.00555556
All	0.999626	0.0529618	0.014981	0.0132568	0.448173	0.58304	0.519877	211.983	0.705556	0.637037	0.542593	0.205556	0.616667	0.294444	0.616667	0.65	0.288889	0.572222	0.738889	0.177778	0.133333	0.0444444
All	0.999636	0.129117	0.218286	0.127697	0.377924	0.708198	0.00960497	211.479	0.646296	0.594444	0.481481	0.311111	0.588889	0.261111	0.316667	0.677778	0.311111	0.45	0.755556	0.188889	0.127778	0.0611111
All	0.999546	0.00360576	0.0106126	0.00113952	0.108847	3.3733	0.208494	205.275	0.761111	0.592593	0.477778	0.211111	0.633333	0.311111	0.616667	0.705556	0.261111	0.677778	0.777778	0.161111	0.111111	0.05
All	0.999797	0.0470523	0.131035	0.0337732	0.91509	0.474686	0.996342	201.475	0.887037	0.709259	0.514815	0.255556	0.65	0.316667	0.538889	0.588889	0.361111	0.683333	0.788889	0.177778	0.166667	0.0111111
All	0.99968	0.176905	0.195766	0.135034	0.829296	0.556727	0.00688346	213	0.659259	0.57963	0.455556	0.283333	0.5	0.316667	0.338889	0.594444	0.377778	0.383333	0.683333	0.216667	0.15	0.0666667
All	0.999876	0.190118	0.119657	0.0157462	0.460556	3.86492	0.19851	209.703	0.887037	0.792593	0.462963	0.172222	0.738889	0.216667	0.633333	0.65	0.322222	0.805556	0.777778	0.211111	0.172222	0.0388889
All	0.999575	0.120481	0.0472142	0.0395365	0.669417	4.32455	0.413061	200.93	0.668519	0.542593	0.494444	0.205556	0.622222	0.311111	0.583333	0.716667	0.266667	0.561111	0.705556	0.211111	0.111111	0.1
All	0.99962	0.118748	0.350511	0.19489	0.373539	3.29544	0.628338	201.802	0.694444	0.594444	0.431481	0.366667	0.488889	0.322222	0.277778	0.633333	0.361111	0.516667	0.644444	0.283333	0.138889	0.144444
All	0.99959	0.00112956	0.398796	0.205447	0.289774	0.254697	0.214521	212.842	0.416667	0.409259	0.37963	0.388889	0.577778	0.25	0.338889	0.672222	0.294444	0.338889	0.811111	0.0888889	0.0388889	0.05
All	0.999572	0.0150784	0.233188	0.142441	0.689593	2.56918	0.906241	207.442	0.622222	0.52963	0.405556	0.211111	0.605556	0.233333	0.355556	0.677778	0.294444	0.416667	0.7	0.2	0.116667	0.0833333
All	0.999805	0.0755751	0.149781	0.00461422	0.996385	1.27933	0.147538	206.738	0.887037	0.72963	0.562963	0.138889	0.711111	0.25	0.522222	0.555556	0.355556	0.827778	0.827778	0.133333	0.116667	0.0166667
All	0.999581	0.126768	0.267431	0.194901	0.267814	2.24381	0.963661	200.444	0.657407	0.562963	0.416667	0.294444	0.522222	0.244444	0.277778	0.644444	0.35	0.472222	0.711111	0.233333	0.172222	0.0611111
All	0.999542	0.172293	0.147488	0.109704	0.92228	2.34714	0.425999	208.406	0.596296	0.546296	0.446296	0.238889	0.611111	0.238889	0.272222	0.7	0.3	0.344444	0.716667	0.183333	0.116667	0.0666667
All	0.999666	0.155456	0.132558	0.0837258	0.728634	2.72427	0.781802	201.68	0.735185	0.666667	0.512963	0.3	0.594444	0.311111	0.388889	0.627778	0.338889	0.538889	0.688889	0.194444	0.0944444	0.1
All	0.999744	0.0413733	0.209263	0.171931	0.043332	1.10096	0.576556	200.799	0.737037	0.607407	0.407407	0.261111	0.616667	0.316667	0.305556	0.538889	0.422222	0.472222	0.744444	0.211111	0.133333	0.0777778
All	0.999518	0.0401953	0.154876	0.094172	0.938089	1.0742	0.340714	211.15	0.57963	0.52037	0.440741	0.233333	0.588889	0.294444	0.316667	0.711111	0.266667	0.3	0.777778	0.116667	0.0722222	0.0444444
All	0.99973	0.067044	0.214644	0.0552686	0.0780275	0.229857	0.655919	205.056	0.575926	0.592593	0.416667	0.266667	0.544444	0.327778	0.394444	0.638889	0.311111	0.433333	0.666667	0.233333	0.138889	0.0944444
All	0.999819	0.0793385	0.0907375	0.0189394	0.553719	3.78311	0.735624	200.228	0.911111	0.722222	0.538889	0.183333	0.672222	0.238889	0.561111	0.583333	0.388889	0.794444	0.827778	0.15	0.144444	0.00555556
All	0.999762	0.141651	0.146111	0.0775819	0.0260212	3.85841	0.444994	215.674	0.838889	0.677778	0.546296	0.277778	0.5	0.394444	0.544444	0.572222	0.383333	0.644444	0.788889	0.194444	0.15	0.0444444
All	0.999895	0.174369	0.349661	0.0236333	0.639323	4.83397	0.158381	204.233	0.894444	0.803704	0.5	0.2	0.672222	0.255556	0.655556	0.616667	0.327778	0.822222	0.894444	0.1	0.0888889	0.0111111
All	0.999505	0.1234	0.0639952	0.0592929	0.159388	0.0985854	0.596177	207.467	0.316667	0.396296	0.381481	0.344444	0.494444	0.3	0.305556	0.55	0.361111	0.338889	0.616667	0.277778	0.144444	0.133333
All	0.999771	0.123092	0.077617	0.0574188	0.668192	2.9375	0.634306	205.225	0.859259	0.711111	0.553704	0.288889	0.55	0.416667	0.6	0.588889	0.388889	0.716667	0.705556	0.261111	0.238889	0.0222222
All	0.999542	0.1421	0.0692514	0.0515892	0.780535	0.520892	0.3818	205.993	0.409259	0.475926	0.385185	0.266667	0.633333	0.244444	0.422222	0.622222	0.372222	0.333333	0.788889	0.15	0.0777778	0.0722222
All	0.999581	0.0749616	0.197175	0.175198	0.848313	2.51316	0.323648	203.078	0.605556	0.568519	0.431481	0.294444	0.505556	0.277778	0.338889	0.633333	0.35	0.388889	0.716667	0.194444	0.133333	0.0611111
All	0.999816	0.194492	0.203808	0.161671	0.99519	2.52809	0.4925	209.399	0.857407	0.72963	0.42963	0.222222	0.544444	0.344444	0.444444	0.511111	0.438889	0.677778	0.672222	0.261111	0.177778	0.0833333
All	0.999507	0.175704	0.0329212	0.0172137	0.917379	0.896844	0.117423	212.723	0.477778	0.542593	0.466667	0.261111	0.594444	0.344444	0.577778	0.666667	0.288889	0.327778	0.677778	0.183333	0.111111	0.0722222
All	0.999606	0.0628681	0.164568	0.072394	0.158318	2.77343	0.871532	205.624	0.688889	0.635185	0.468519	0.338889	0.588889	0.327778	0.405556	0.733333	0.255556	0.522222	0.711111	0.188889	0.105556	0.0833333
All	0.999883	0.0434614	0.104537	0.0840114	0.272609	3.63049	0.303032	201.462	0.877778	0.790741	0.512963	0.211111	0.666667	0.266667	0.588889	0.622222	0.333333	0.85	0.833333	0.15	0.133333	0.0166667
All	0.99979	0.160777	0.119959	0.0191934	0.234182	4.08862	0.471945	215.694	0.901852	0.753704	0.538889	0.177778	0.633333	0.338889	0.622222	0.511111	0.383333	0.833333	0.761111	0.233333	0.227778	0.00555556
All	0.999658	0.111509	0.121813	0.0490507	0.560758	1.92518	0.792862	202.986	0.748148	0.685185	0.546296	0.244444	0.622222	0.316667	0.566667	0.638889	0.344444	0.611111	0.711111	0.216667	0.127778	0.0888889
All	0.999733	0.0904407	0.290279	0.105412	0.645367	4.87158	0.820266	215.783	0.827778	0.696296	0.474074	0.227778	0.6	0.322222	0.45	0.561111	0.405556	0.594444	0.638889	0.277778	0.2	0.0777778
All	0.999864	0.186955	0.0586854	0.0296743	0.540647	3.22673	0.846401	211.952	0.894444	0.788889	0.492593	0.188889	0.6	0.333333	0.616667	0.633333	0.344444	0.816667	0.766667	0.205556	0.183333	0.0222222
All	0.999741	0.0460158	0.280812	0.23301	0.800398	2.03661	0.59285	202.912	0.668519	0.607407	0.388889	0.227778	0.561111	0.327778	0.366667	0.577778	0.366667	0.461111	0.594444	0.266667	0.183333	0.0833333
All	0.999779	0.163127	0.329058	0.0814203	0.959929	3.36969	0.900013	205.807	0.862963	0.674074	0.55	0.244444	0.511111	0.411111	0.527778	0.566667	0.388889	0.727778	0.694444	0.277778	0.233333	0.0444444
All	0.999768	0.0449748	0.223374	0.139454	0.46804	1.7735	0.106038	202.783	0.807407	0.653704	0.464815	0.244444	0.516667	0.361111	0.466667	0.555556	0.388889	0.6	0.727778	0.177778	0.138889	0.0388889
All	0.999539	0.186647	0.0509316	0.027724	0.643332	2.22026	0.957648	209.206	0.594444	0.592593	0.511111	0.205556	0.638889	0.311111	0.622222	0.727778	0.261111	0.455556	0.694444	0.222222	0.127778	0.0944444
All	0.999758	0.154359	0.391706	0.0170099	0.126733	0.0658276	0.965186	212.976	0.427778	0.411111	0.357407	0.344444	0.561111	0.305556	0.294444	0.588889	0.305556	0.4	0.644444	0.25	0.0833333	0.166667
All	0.999527	0.13286	0.0850981	0.0404274	0.0230311	1.17389	0.301606	211.502	0.448148	0.524074	0.440741	0.183333	0.65	0.277778	0.477778	0.644444	0.338889	0.311111	0.761111	0.161111	0.105556	0.0555556
All	0.999602	0.0367835	0.368787	0.343666	0.869483	4.67795	0.612375	209.157	0.575926	0.52963	0.401852	0.305556	0.538889	0.316667	0.188889	0.644444	0.333333	0.516667	0.755556	0.216667	0.15	0.0666667
All	0.999791	0.0218493	0.391118	0.0866083	0.606138	3.5788	0.237369	200.877	0.881481	0.705556	0.544444	0.255556	0.572222	0.361111	0.6	0.544444	0.411111	0.661111	0.694444	0.266667	0.194444	0.0722222
All	0.999806	0.192887	0.25106	0.22825	0.682283	2.94162	0.218623	203.562	0.766667	0.642593	0.451852	0.172222	0.6	0.238889	0.438889	0.588889	0.405556	0.55	0.622222	0.272222	0.166667	0.105556
All	0.999835	0.0304291	0.136171	0.0553276	0.865566	1.21889	0.0441553	213.398	0.877778	0.766667	0.511111	0.155556	0.6	0.372222	0.577778	0.577778	0.355556	0.794444	0.755556	0.233333	0.188889	0.0444444
All	0.999813	0.0797062	0.267897	0.204673	0.722781	1.03239	0.206546	210.333	0.82963	0.683333	0.427778	0.227778	0.577778	0.266667	0.461111	0.561111	0.405556	0.633333	0.644444	0.294444	0.166667	0.127778
All	0.999605	0.167636	0.334461	0.224927	0.613871	4.4665	0.484879	209.323	0.638889	0.574074	0.418519	0.322222	0.544444	0.3	0.222222	0.644444	0.338889	0.472222	0.75	0.183333	0.111111	0.0722222
All	0.999618	0.115079	0.00560761	0.000545678	0.616014	3.09458	0.422626	208.931	0.785185	0.583333	0.542593	0.255556	0.616667	0.327778	0.638889	0.661111	0.211111	0.705556	0.816667	0.166667	0.111111	0.0555556
All	0.999668	0.0907265	0.00438503	0.00262889	0.760917	1.40974	0.611254	203.202	0.82037	0.601852	0.540741	0.272222	0.644444	0.288889	0.566667	0.6	0.327778	0.672222	0.761111	0.183333	0.161111	0.0222222
All	0.999746	0.176217	0.107727	0.0335727	0.55987	4.77411	0.0369099	204.893	0.881481	0.733333	0.594444	0.266667	0.611111	0.338889	0.544444	0.555556	0.411111	0.727778	0.772222	0.194444	0.188889	0.00555556
All	0.999777	0.148339	0.064051	0.0602607	0.60875	3.12963	0.892583	211.424	0.861111	0.672222	0.55	0.25	0.561111	0.388889	0.55	0.55	0.394444	0.711111	0.766667	0.194444	0.188889	0.00555556
All	0.999596	0.135312	0.0715756	0.0463318	0.348455	4.23379	0.369323	203.548	0.672222	0.622222	0.5	0.133333	0.683333	0.272222	0.566667	0.655556	0.3	0.511111	0.738889	0.183333	0.116667	0.0666667
All	0.99962	0.122696	0.185891	0.122047	0.498754	3.71618	0.935455	204.655	0.701852	0.605556	0.437037	0.266667	0.505556	0.3	0.344444	0.661111	0.322222	0.522222	0.666667	0.227778	0.144444	0.0833333
All	0.999515	0.124891	0.302984	0.224523	0.280388	0.364799	0.0394241	213.039	0.418519	0.437037	0.344444	0.283333	0.577778	0.255556	0.344444	0.761111	0.183333	0.416667	0.833333	0.0833333	0.0277778	0.0555556
All	0.9998	0.0653373	0.198097	0.114699	0.794392	1.88144	0.779749	208.164	0.881481	0.685185	0.481481	0.277778	0.6	0.322222	0.461111	0.505556	0.45	0.661111	0.677778	0.261111	0.2	0.0611111
All	0.999813	0.0518034	0.198352	0.082768	0.0810885	1.81404	0.160911	207.182	0.888889	0.696296	0.559259	0.244444	0.572222	0.344444	0.555556	0.555556	0.394444	0.65	0.738889	0.238889	0.2	0.0388889
All	0.999703	0.072177	0.306062	0.155439	0.855421	4.6444	0.167134	203.805	0.777778	0.659259	0.461111	0.266667	0.438889	0.422222	0.344444	0.577778	0.394444	0.533333	0.622222	0.294444	0.15	0.144444
All	0.999816	0.103806	0.319184	0.15354	0.657793	3.46182	0.925961	208.625	0.862963	0.688889	0.444444	0.233333	0.566667	0.344444	0.472222	0.555556	0.422222	0.666667	0.633333	0.294444	0.177778	0.116667
All	0.999736	0.0482362	0.326179	0.324239	0.967332	3.39062	0.903938	213.458	0.62037	0.581481	0.385185	0.222222	0.566667	0.355556	0.366667	0.6	0.35	0.466667	0.666667	0.238889	0.15	0.0888889
All	0.999597	0.0121967	0.043753	0.00847781	0.778586	4.68822	0.24983	213.158	0.775926	0.603704	0.525926	0.227778	0.616667	0.311111	0.622222	0.633333	0.316667	0.633333	0.794444	0.133333	0.0722222	0.0611111
All	0.999504	0.130057	0.101802	0.0736016	0.597412	1.41948	0.806591	211.359	0.483333	0.501852	0.42037	0.244444	0.605556	0.355556	0.338889	0.622222	0.327778	0.322222	0.766667	0.161111	0.116667	0.0444444
All	0.99972	0.0566373	0.358411	0.290217	0.292717	2.15138	0.0934718	207.344	0.616667	0.572222	0.396296	0.266667	0.616667	0.277778	0.294444	0.677778	0.305556	0.45	0.65	0.25	0.161111	0.0888889
All	0.999803	0.166625	0.0764302	0.036122	0.832924	3.84166	0.529636	212.927	0.918519	0.724074	0.531481	0.25	0.683333	0.261111	0.555556	0.505556	0.438889	0.8	0.8	0.161111	0.155556	0.00555556
