Experiment: Context-6Word
notebook monitor 	0.991679	1	0.399633	
notebook monitor 	0.991982	2	0.397140	0.612309	
speaker keyboard 	0.992147	3	0.416507	0.588440	0.548522	
speaker keyboard 	0.992365	4	0.426225	0.544166	0.571769	0.575015	
mouse notebook 	0.991719	5	0.425141	0.655129	0.586126	0.605259	0.557129	
mouse notebook 	0.991988	6	0.402538	0.574599	0.523874	0.554037	0.495491	0.606900	
monitor printer 	0.991797	7	0.395342	0.589232	0.659147	0.553689	0.571121	0.565248	0.511950	
monitor printer 	0.991753	8	0.381870	0.605573	0.528171	0.598014	0.488096	0.580741	0.585435	0.551580	
computer mouse 	0.992293	9	0.402835	0.579861	0.522908	0.633712	0.546275	0.589856	0.557404	0.535578	0.599646	
computer mouse 	0.992289	10	0.412127	0.574221	0.524293	0.589094	0.530141	0.583946	0.656811	0.536538	0.613763	0.588244	
keyboard speaker 	0.998908	4	0.425227	0.566329	0.593234	0.554718	0.665471	0.571073	0.516898	0.583745	0.505692	0.544255	0.524645	
keyboard speaker 	0.99244	11	0.415451	0.610892	0.570730	0.663640	0.567737	0.614463	0.570936	0.561781	0.610604	0.625900	0.578035	
printer computer 	0.991765	12	0.382877	0.577034	0.518539	0.616132	0.518453	0.573395	0.540431	0.528369	0.594273	0.653679	0.556023	0.599784	
printer computer 	0.991752	13	0.399523	0.599083	0.522133	0.627227	0.502076	0.594534	0.599012	0.531818	0.656291	0.603291	0.613259	0.610814	0.622800	
mouse notebook 	0.999444	5	0.425147	0.655126	0.586124	0.605258	0.566683	0.685431	0.614586	0.575317	0.595641	0.596635	0.586886	0.614962	0.586241	0.601371	
mouse notebook 	0.999405	6	0.402543	0.574597	0.523872	0.554035	0.499103	0.617450	0.680729	0.514378	0.592702	0.556589	0.651892	0.564030	0.545684	0.598200	
keyboard computer 	0.991802	14	0.376724	0.569782	0.510509	0.599598	0.513694	0.531303	0.491605	0.506510	0.573307	0.630878	0.532116	0.599082	0.640384	0.581474	
keyboard computer 	0.998965	4	0.402028	0.548710	0.577685	0.528802	0.669372	0.501729	0.434961	0.572099	0.489726	0.509203	0.489698	0.529148	0.514758	0.498291	0.545069	
notebook keyboard 	0.991435	15	0.417469	0.640047	0.570980	0.616561	0.544903	0.649961	0.565272	0.591362	0.611966	0.604374	0.594422	0.606629	0.592400	0.607567	0.573722	
notebook keyboard 	0.991912	16	0.409925	0.544988	0.573207	0.541167	0.660855	0.542954	0.476593	0.592605	0.512456	0.538413	0.518572	0.532352	0.525162	0.508895	0.506030	0.587417	
monitor printer 	0.999381	8	0.381876	0.605571	0.528168	0.598012	0.475254	0.591693	0.596054	0.551580	0.676712	0.591500	0.601695	0.596196	0.592236	0.647911	0.573534	0.596582	0.500293	
monitor printer 	0.999394	7	0.395347	0.589229	0.659144	0.553687	0.576986	0.569800	0.505382	0.679288	0.556752	0.532349	0.529595	0.552476	0.531188	0.528756	0.511505	0.580906	0.584497	
speaker monitor 	0.999337	7	0.400345	0.591009	0.660888	0.537573	0.557369	0.587845	0.523056	0.684431	0.537532	0.518357	0.515928	0.550816	0.515841	0.513566	0.493137	0.565164	0.569229	
speaker monitor 	0.991664	17	0.384736	0.611302	0.569797	0.613455	0.488072	0.615144	0.560792	0.599659	0.642500	0.592315	0.543584	0.626088	0.591935	0.597462	0.570002	0.584379	0.510582	
printer mouse 	0.991869	18	0.385452	0.568128	0.517329	0.555330	0.461526	0.575707	0.663204	0.527048	0.635863	0.559271	0.654708	0.546252	0.544148	0.596798	0.518709	0.565230	0.491200	0.556995	
printer mouse 	0.999509	8	0.392157	0.595918	0.519609	0.611624	0.466358	0.605998	0.609853	0.528023	0.690250	0.602725	0.612473	0.601731	0.588553	0.643526	0.563479	0.592158	0.497107	0.614693	0.631598	
computer speaker 	0.999094	12	0.389831	0.583619	0.525883	0.606730	0.498992	0.604021	0.563748	0.531890	0.604821	0.656809	0.560620	0.613377	0.663599	0.606366	0.629314	0.583708	0.520033	0.612538	0.548571	
computer speaker 	0.998916	17	0.404217	0.608952	0.568251	0.649200	0.513148	0.629583	0.575808	0.578450	0.632442	0.622265	0.573788	0.655384	0.654889	0.632728	0.592325	0.608276	0.535221	0.656031	0.561774	
cat snake 	0.991469	19	0.429665	0.478412	0.412618	0.550725	0.354354	0.516279	0.525929	0.402627	0.556409	0.573026	0.526944	0.538853	0.561045	0.565082	0.529803	0.510320	0.426272	0.528362	0.516147	
cat snake 	0.991193	20	0.429115	0.543391	0.563396	0.549390	0.576011	0.590283	0.490131	0.584076	0.481606	0.531732	0.497295	0.537541	0.511225	0.504010	0.486428	0.572565	0.602326	0.526919	0.485851	0.484242	
mouse cat 	0.992653	21	0.452158	0.594482	0.603215	0.594232	0.560334	0.612344	0.576383	0.589804	0.553225	0.563779	0.600579	0.582165	0.527065	0.566138	0.509407	0.613804	0.595984	0.566776	0.579854	0.478723	0.566237	
mouse cat 	0.992443	22	0.442483	0.524893	0.460173	0.583435	0.398014	0.535028	0.543613	0.420779	0.593858	0.616900	0.571148	0.571552	0.594315	0.596732	0.566278	0.546574	0.464048	0.556646	0.550162	0.647928	0.456463	0.517529	
armoire cheese 	0.991299	23	0.448672	0.500950	0.460360	0.532189	0.346432	0.488775	0.527965	0.408401	0.546072	0.560603	0.548829	0.525662	0.516670	0.545893	0.522071	0.491055	0.407706	0.498270	0.536951	0.586374	0.411342	0.479869	0.611615	
armoire cheese 	0.991635	24	0.436570	0.528078	0.461444	0.551337	0.361467	0.523704	0.542172	0.413457	0.584353	0.573013	0.558476	0.544519	0.533316	0.573299	0.533064	0.517229	0.417033	0.523635	0.546099	0.598813	0.430814	0.492859	0.625037	0.635955	
cheese trap 	0.991951	25	0.405064	0.556853	0.482566	0.601531	0.446511	0.588391	0.596898	0.481155	0.646277	0.614491	0.609935	0.583485	0.594836	0.612034	0.559461	0.594966	0.505239	0.583706	0.604166	0.578860	0.521032	0.556699	0.589090	0.536376	0.567200	
