Experiment: Trueswell2013-Exp1

refriger-N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
chair   -C:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
9-computer	J-35:	0.99998	1.00000	1.00000	0.99996	0.52503	0.53413	0.47130
8-clock   	J-35:	0.99992	0.99972	1.00000	0.99998	0.45542	0.53579	0.51024
8-chair   	J-35:	0.99996	0.99985	1.00000	1.00000	0.44799	0.53559	0.51455
8-door    	J-35:	0.99994	0.99978	1.00000	0.99999	0.45465	0.52904	0.51354
33-bed     	J-35:	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000


chair   -C:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
33-bed     	J-35:	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
9-computer	J-35:	0.99998	1.00000	1.00000	0.99996	0.52503	0.53413	0.47130
8-chair   	J-35:	0.99996	0.99985	1.00000	1.00000	0.44799	0.53559	0.51455
8-door    	J-35:	0.99994	0.99978	1.00000	0.99999	0.45465	0.52904	0.51354
8-clock   	J-35:	0.99992	0.99972	1.00000	0.99998	0.45542	0.53579	0.51024


desk    -I:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
10-canister	J-10:	0.99996	0.99994	1.00000	0.99996	0.45904	0.54647	0.50350
11-bed     	J-10:	0.99998	1.00000	1.00000	0.99996	0.52397	0.53366	0.47211
12-bowl    	J-10:	0.99997	1.00000	1.00000	0.99994	0.53043	0.53112	0.46953
10-refriger	J-10:	0.99998	0.99993	1.00000	0.99999	0.45534	0.54666	0.50557
10-desk    	J-10:	0.99998	0.99993	1.00000	0.99999	0.45044	0.54528	0.50893


desk    -I:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
11-bed     	J-10:	0.99998	1.00000	1.00000	0.99996	0.52397	0.53366	0.47211
10-desk    	J-10:	0.99998	0.99993	1.00000	0.99999	0.45044	0.54528	0.50893
10-refriger	J-10:	0.99998	0.99993	1.00000	0.99999	0.45534	0.54666	0.50557
12-bowl    	J-10:	0.99997	1.00000	1.00000	0.99994	0.53043	0.53112	0.46953
10-canister	J-10:	0.99996	0.99994	1.00000	0.99996	0.45904	0.54647	0.50350


bed     -I:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
15-bed     	J-14:	0.99998	1.00000	1.00000	0.99996	0.52935	0.53477	0.46861
14-cooker  	J-14:	0.99996	0.99985	1.00000	0.99999	0.45682	0.52278	0.51508
13-sofa    	J-14:	0.99998	1.00000	1.00000	0.99996	0.52341	0.53531	0.47175
16-door    	J-14:	0.99991	0.99972	1.00000	0.99997	0.45852	0.53634	0.50818
16-desk    	J-14:	0.99997	0.99988	1.00000	0.99999	0.43706	0.55238	0.51367


bed     -I:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
15-bed     	J-14:	0.99998	1.00000	1.00000	0.99996	0.52935	0.53477	0.46861
13-sofa    	J-14:	0.99998	1.00000	1.00000	0.99996	0.52341	0.53531	0.47175
16-desk    	J-14:	0.99997	0.99988	1.00000	0.99999	0.43706	0.55238	0.51367
14-cooker  	J-14:	0.99996	0.99985	1.00000	0.99999	0.45682	0.52278	0.51508
16-door    	J-14:	0.99991	0.99972	1.00000	0.99997	0.45852	0.53634	0.50818


computer-I:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
19-computer	J-18:	0.99997	1.00000	0.99995	0.99996	0.52845	0.46292	0.50003
17-cooker  	J-18:	0.99995	0.99981	1.00000	0.99999	0.44537	0.52883	0.51906
34-sofa    	J-18:	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
17-chair   	J-18:	0.99997	0.99990	1.00000	1.00000	0.45261	0.52570	0.51621
17-canister	J-18:	0.99995	0.99979	1.00000	1.00000	0.45253	0.52471	0.51667


computer-I:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
34-sofa    	J-18:	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
17-chair   	J-18:	0.99997	0.99990	1.00000	1.00000	0.45261	0.52570	0.51621
19-computer	J-18:	0.99997	1.00000	0.99995	0.99996	0.52845	0.46292	0.50003
17-cooker  	J-18:	0.99995	0.99981	1.00000	0.99999	0.44537	0.52883	0.51906
17-canister	J-18:	0.99995	0.99979	1.00000	1.00000	0.45253	0.52471	0.51667


cooker  -I:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
20-bed     	J-24:	0.99998	1.00000	1.00000	0.99996	0.52795	0.52790	0.47239
19-computer	J-24:	0.99996	1.00000	0.99987	0.99998	0.52705	0.46094	0.50169
35-door    	J-24:	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
18-fork    	J-24:	0.99992	0.99992	0.99975	0.99999	0.47387	0.47899	0.52417
18-cooker  	J-24:	0.99993	0.99983	0.99993	0.99999	0.46408	0.48153	0.52876


cooker  -I:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
35-door    	J-24:	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
20-bed     	J-24:	0.99998	1.00000	1.00000	0.99996	0.52795	0.52790	0.47239
19-computer	J-24:	0.99996	1.00000	0.99987	0.99998	0.52705	0.46094	0.50169
18-cooker  	J-24:	0.99993	0.99983	0.99993	0.99999	0.46408	0.48153	0.52876
18-fork    	J-24:	0.99992	0.99992	0.99975	0.99999	0.47387	0.47899	0.52417


bowl    -C:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
23-cooker  	J-25:	0.99996	0.99985	1.00000	0.99999	0.45823	0.52156	0.51481
21-bowl    	J-25:	1.00000	1.00000	1.00000	0.99999	0.51384	0.52949	0.47966
