@relation data
@attribute A0 real
@attribute A1 real
@attribute A2 real
@attribute A3 real
@attribute A4 real
@attribute A5 real
@attribute A6 real
@attribute A7 real
@attribute A8 real
@attribute A9 real
@attribute A10 real
@attribute A11 real
@attribute A12 real
@attribute A13 real
@attribute A14 real
@attribute A15 real
@attribute A16 real
@attribute A17 real
@attribute A18 real
@attribute A19 real
@attribute A20 real
@attribute A21 real
@attribute A22 real
@attribute A23 real
@attribute A24 real
@attribute A25 real
@attribute A26 real
@attribute A27 real
@attribute A28 real
@attribute A29 real
@attribute A30 real
@attribute A31 real
@attribute A32 real
@attribute A33 real
@attribute A34 real
@attribute A35 real
@attribute A36 real
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}
@data
0.36646	0.397516	0.161491	0.167702	0.0559006	0.167702	0.552795	0.124224	0.322981	0.10559	0.130435	0.751553	0.291925	0.354037	0.0869565	0.267081	0.149068	0.223602	0.186335	0.552795	0.645963	0.0248447	0.0993789	0.0807453	0.285714	0.0124224	0.142857	0.248447	0.36646	0.068323	0.534162	0.0621118	0.0621118	0.31677	0.15528	0.068323	0.198758	1
0.0227273	0.0454545	0.215909	0.625	0.670455	0.397727	0.0454545	0.852273	0.0568182	0.227273	0.579545	0.306818	0.261364	0.0681818	0.818182	0.0568182	0.0227273	0.568182	0.409091	0.0340909	0.136364	0.0227273	0.556818	0.0113636	0.0454545	0.215909	0.522727	0	0.0454545	0.0340909	0.0795455	0.272727	0.0909091	0.0340909	0.0795455	0	0.0568182	2
0.104195	0.347767	0.217862	0.326116	0.0189445	0.248985	0.0663058	0.124493	0.415426	0.198917	0.102842	0.196211	0.416779	0.211096	0.0284168	0.464141	0.0798376	0.366712	0.0460081	0.200271	0.389716	0.0933694	0.067659	0.0365359	0.542625	0.052774	0.341001	0.0121786	0.0284168	0.0338295	0.305819	0.00947226	0.230041	0.0893099	0.167794	0.0473613	0.17456	3
0.20156	0.245774	0.149545	0.209363	0.0390117	0.236671	0.237971	0.158648	0.423927	0.145644	0.135241	0.442133	0.382315	0.288687	0.0351105	0.361508	0.0754226	0.352406	0.183355	0.309493	0.530559	0.0663199	0.0871261	0.0494148	0.356307	0.0169051	0.205462	0.123537	0.157347	0.0442133	0.507152	0.0442133	0.0949285	0.144343	0.122237	0.046814	0.172952	4
0.38255	0.221477	0.0402685	0.161074	0.0604027	0.208054	0.604027	0.268456	0.483221	0.161074	0.228188	0.758389	0.456376	0.449664	0.0738255	0.261745	0.120805	0.268456	0.375839	0.52349	0.644295	0.0469799	0.154362	0.161074	0.308725	0.0201342	0.0939597	0.322148	0.322148	0.0738255	0.644295	0.0738255	0.0939597	0.275168	0.0536913	0.0402685	0.14094	5
0.351852	0.374074	0.125926	0.159259	0.0259259	0.188889	0.348148	0.233333	0.585185	0.140741	0.251852	0.592593	0.437037	0.366667	0.0111111	0.425926	0.125926	0.311111	0.214815	0.303704	0.459259	0.12963	0.133333	0.0962963	0.474074	0.0222222	0.148148	0.133333	0.148148	0.0111111	0.548148	0.0259259	0.118519	0.207407	0.125926	0.107407	0.17037	1
0.307692	0.25	0	0.153846	0.0576923	0.0384615	0.307692	0.0961538	0.442308	0.0769231	0.0576923	0.615385	0.134615	0.192308	0.0384615	0.0192308	0.0961538	0.0384615	0.0576923	0.5	0.519231	0.0961538	0.0576923	0.0384615	0.173077	0.0384615	0.0576923	0.0961538	0.230769	0.192308	0.653846	0.0576923	0.134615	0.365385	0.0192308	0.0384615	0.269231	6
0.16726	0.302491	0.128114	0.241993	0.0854093	0.213523	0.131673	0.149466	0.441281	0.0818505	0.124555	0.345196	0.430605	0.245552	0.124555	0.512456	0.170819	0.341637	0.0462633	0.234875	0.441281	0.117438	0.0925267	0.088968	0.537367	0.113879	0.227758	0.0284698	0.0462633	0.0177936	0.281139	0.024911	0.145907	0.113879	0.0640569	0.106762	0.231317	1
0.0769231	0.384615	0	0.230769	0.230769	0.230769	0.769231	0.230769	0.230769	0.153846	0.230769	1	0.230769	0.461538	0.230769	0	0.0769231	0.230769	0.384615	0.769231	0.846154	0	0.153846	0	0	0	0.0769231	0.615385	0.692308	0	0.538462	0.0769231	0	0.461538	0	0	0.153846	7
0.0719225	0.215768	0.0899032	0.193638	0.0055325	0.134163	0.0608575	0.04426	0.355463	0.157676	0.0207469	0.183956	0.289073	0.185339	0.0055325	0.295989	0.178423	0.2213	0	0.2213	0.452282	0.0788382	0.011065	0.0235131	0.316736	0.0290456	0.2213	0	0.00968188	0.0387275	0.305671	0.00138313	0.0885201	0.112033	0.0982019	0.0580913	0.172891	8
