@relation data
@attribute A0 real
@attribute A1 real
@attribute A2 real
@attribute A3 real
@attribute A4 real
@attribute A5 real
@attribute A6 real
@attribute A7 real
@attribute A8 real
@attribute A9 real
@attribute A10 real
@attribute A11 real
@attribute A12 real
@attribute A13 real
@attribute A14 real
@attribute A15 real
@attribute A16 real
@attribute A17 real
@attribute A18 real
@attribute A19 real
@attribute A20 real
@attribute A21 real
@attribute A22 real
@attribute A23 real
@attribute A24 real
@attribute A25 real
@attribute A26 real
@attribute A27 real
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170}
@data
0.272727	0.181818	0.272727	0.181818	0.0909091	0.272727	0	0.272727	0.0909091	0.272727	0.0909091	0.0909091	0.545455	0.363636	0.0909091	0.181818	0	0.181818	0	0.181818	0.272727	0	0.454545	0.0909091	0.181818	0	0.363636	0.181818	0
0.0666667	0.0666667	0.2	0.133333	0.133333	0.266667	0.0666667	0.2	0.0666667	0.2	0	0	0.533333	0.2	0.133333	0.133333	0.133333	0.133333	0	0.0666667	0.133333	0	0.266667	0.0666667	0.266667	0	0.266667	0.2	1
0.142857	0.142857	0.0714286	0.142857	0.0714286	0.357143	0.0714286	0.0714286	0.0714286	0.214286	0	0	0.357143	0.142857	0.0714286	0.142857	0	0.142857	0	0.0714286	0.0714286	0	0.285714	0	0.142857	0.0714286	0.142857	0.0714286	2
0.266667	0.133333	0.133333	0.2	0.0666667	0.2	0	0.2	0.133333	0.2	0	0.0666667	0.533333	0.333333	0.0666667	0.133333	0	0.133333	0	0.133333	0.266667	0	0.333333	0.133333	0.266667	0.0666667	0.4	0.0666667	3
0.133333	0.133333	0.0666667	0.0666667	0.0666667	0.266667	0.0666667	0.2	0	0.133333	0	0	0.333333	0.2	0.2	0.0666667	0	0.133333	0	0	0.133333	0.0666667	0.333333	0.133333	0.266667	0	0.266667	0.133333	4
0.25	0.166667	0.25	0.166667	0.416667	0.25	0.0833333	0.0833333	0	0.166667	0	0	0.5	0.25	0.166667	0.166667	0.0833333	0.0833333	0	0	0.333333	0	0.416667	0	0.25	0	0.416667	0.166667	5
0.0909091	0.181818	0.181818	0.181818	0.181818	0.272727	0.181818	0.181818	0	0.181818	0	0	0.454545	0.0909091	0.181818	0.181818	0.0909091	0.0909091	0.0909091	0.0909091	0.181818	0	0.363636	0	0.272727	0.0909091	0.272727	0.0909091	6
0.0909091	0.181818	0.181818	0.181818	0	0.181818	0.181818	0.181818	0	0.272727	0	0	0.181818	0.0909091	0.0909091	0.181818	0	0.0909091	0.0909091	0.0909091	0.0909091	0	0.363636	0	0.181818	0.0909091	0.363636	0	7
0.047619	0.190476	0.0952381	0.142857	0.0952381	0.190476	0	0.047619	0.142857	0.0952381	0	0	0.47619	0.238095	0.142857	0.142857	0	0.0952381	0	0.0952381	0.142857	0	0.333333	0.047619	0.190476	0.047619	0.380952	0.142857	8
0.0526316	0.157895	0.157895	0.263158	0.0526316	0.473684	0	0.0526316	0.105263	0.263158	0	0	0.421053	0.157895	0.0526316	0.105263	0	0.105263	0	0.0526316	0.105263	0	0.263158	0	0.157895	0	0.315789	0.105263	9
0.0833333	0.166667	0.0833333	0.25	0	0.333333	0.0833333	0.166667	0.166667	0.333333	0	0	0.25	0.25	0.0833333	0.0833333	0	0.0833333	0	0.166667	0.333333	0	0.333333	0.0833333	0.166667	0.0833333	0.416667	0.0833333	10
0	0.272727	0.0909091	0.181818	0	0.363636	0.0909091	0.181818	0.0909091	0.363636	0	0	0.272727	0.272727	0.181818	0.0909091	0	0.0909091	0	0.272727	0.181818	0	0.363636	0.181818	0.181818	0.0909091	0.363636	0.0909091	11
0.166667	0	0.166667	0.166667	0.25	0.333333	0.0833333	0.25	0	0.166667	0	0	0.583333	0.166667	0.0833333	0.0833333	0.166667	0.0833333	0	0.0833333	0.166667	0	0.25	0	0.25	0.0833333	0.25	0.0833333	12
0.230769	0.230769	0.0769231	0.230769	0.153846	0.307692	0.0769231	0.0769231	0	0.230769	0	0	0.384615	0.153846	0.0769231	0.230769	0	0.153846	0	0.0769231	0.153846	0	0.384615	0	0.153846	0	0.230769	0.0769231	13
0	0.2	0.2	0.1	0	0.3	0	0.2	0.1	0.2	0.2	0.1	0.3	0.2	0.1	0.2	0	0.2	0.1	0.1	0.1	0	0.3	0.1	0.2	0.1	0.2	0.1	14
0.125	0.125	0.1875	0.1875	0.1875	0.25	0.0625	0.25	0	0.125	0	0.0625	0.3125	0.1875	0.1875	0.1875	0	0.1875	0	0.125	0.1875	0.0625	0.375	0.0625	0.125	0.0625	0.25	0.0625	15
