Experiment: Context-6Word
notebook monitor 	0.992167	1	0.394468	
notebook monitor 	0.991608	2	0.368906	0.606481	
speaker keyboard 	0.992646	3	0.398010	0.545574	0.586730	
speaker keyboard 	0.991957	4	0.384159	0.562297	0.535557	0.565581	
mouse notebook 	0.991996	5	0.386931	0.521637	0.573621	0.551916	0.495562	
mouse notebook 	0.99195	6	0.399308	0.581271	0.651749	0.600485	0.554888	0.610543	
monitor printer 	0.991652	7	0.372124	0.527596	0.606429	0.597709	0.489741	0.585739	0.580925	
monitor printer 	0.991965	8	0.407723	0.665325	0.596222	0.559392	0.579706	0.518059	0.571525	0.561252	
computer mouse 	0.99226	9	0.418728	0.529513	0.587783	0.640720	0.555621	0.564730	0.597234	0.605702	0.539560	
computer mouse 	0.992565	10	0.392678	0.520976	0.572157	0.586040	0.529446	0.654771	0.581441	0.609975	0.530691	0.582141	
keyboard speaker 	0.998917	4	0.395508	0.587316	0.561327	0.548653	0.663113	0.511263	0.565639	0.498743	0.575003	0.535356	0.518759	
keyboard speaker 	0.998907	3	0.409548	0.571409	0.612861	0.664675	0.569010	0.572238	0.615887	0.610595	0.559680	0.623509	0.579023	
printer computer 	0.992192	11	0.395764	0.524282	0.584092	0.624097	0.520999	0.546827	0.579853	0.599473	0.531521	0.656467	0.562142	
printer computer 	0.992688	12	0.370792	0.516199	0.594552	0.629992	0.501567	0.594077	0.589492	0.650023	0.523393	0.594595	0.608051	0.614732	
mouse notebook 	0.999358	5	0.386938	0.521631	0.573615	0.567276	0.499495	0.679886	0.605579	0.589932	0.509617	0.551590	0.650514	0.541274	0.597013	
mouse notebook 	0.999385	6	0.399313	0.581264	0.651743	0.621733	0.566526	0.619294	0.681651	0.590020	0.567661	0.588750	0.582364	0.578983	0.597350	
keyboard computer 	0.998954	4	0.365756	0.569860	0.541756	0.526659	0.668744	0.433557	0.500300	0.480902	0.561544	0.498528	0.481829	0.504608	0.490814	
keyboard computer 	0.991996	13	0.391844	0.516844	0.577424	0.620893	0.535780	0.494050	0.533633	0.579075	0.510300	0.634313	0.538747	0.644502	0.588765	
notebook keyboard 	0.99225	14	0.379679	0.562699	0.633207	0.617989	0.544885	0.564091	0.648742	0.603045	0.580367	0.593163	0.586606	0.581817	0.600245	0.562686	
notebook keyboard 	0.991493	15	0.368704	0.563973	0.536617	0.530473	0.660896	0.474938	0.541258	0.502309	0.580656	0.526330	0.509456	0.513635	0.500094	0.494104	0.580817	
monitor printer 	0.999344	7	0.372127	0.527588	0.606422	0.614639	0.475667	0.596968	0.592361	0.675805	0.548416	0.588083	0.601720	0.589448	0.648620	0.570294	0.598826	0.502586	
monitor printer 	0.999393	8	0.407727	0.665318	0.596216	0.560250	0.577928	0.507670	0.572020	0.558802	0.682175	0.535142	0.535452	0.534559	0.535004	0.514473	0.589184	0.593813	
speaker monitor 	0.990952	16	0.390747	0.573816	0.616626	0.647071	0.488797	0.562757	0.617000	0.644258	0.584037	0.593269	0.547732	0.593528	0.602299	0.571146	0.590913	0.517379	
speaker monitor 	0.99934	8	0.412617	0.667041	0.597977	0.553200	0.558289	0.525383	0.590098	0.539538	0.685635	0.521137	0.521693	0.519184	0.519704	0.496092	0.573281	0.578361	0.599274	
printer mouse 	0.999497	7	0.379695	0.518234	0.595950	0.620507	0.466727	0.610609	0.606505	0.690768	0.527867	0.598542	0.611792	0.585012	0.643456	0.559493	0.593609	0.498611	0.611612	
printer mouse 	0.991624	17	0.377991	0.517348	0.569401	0.555970	0.461982	0.664454	0.576507	0.648818	0.526984	0.556528	0.655610	0.542002	0.597874	0.516155	0.567851	0.494041	0.555267	
computer speaker 	0.999196	3	0.406003	0.571077	0.613073	0.678471	0.513833	0.577511	0.631170	0.632697	0.578563	0.622011	0.576897	0.628137	0.636572	0.592273	0.613831	0.541085	0.656934	0.563794	
