Yurokovisky2013-Exp1-both	0.333333	0.333333	0.333333	0.333333	0.5	0.5	0.333333	0.333333	0.333333	0.5	0.333333	0.5	0.333333	0.333333	0.5	0.333333	0.5	0.333333	0.333333	0.5	0.391667
Yurokovisky2013-Exp1-early	0.333333	0.333333	0.333333	0.333333	0.5	0.5	0.333333	0.166667	0.333333	0.5	0.333333	0.5	0.333333	0.333333	0.5	0.333333	0.5	0.333333	0.333333	0.5	0.383333
Yurokovisky2013-Exp1-either	0.666667	0.666667	0.666667	0.666667	0.5	0.5	0.666667	0.666667	0.666667	0.5	0.666667	0.5	0.666667	0.666667	0.5	0.666667	0.5	0.666667	0.666667	0.5	0.608333
Yurokovisky2013-Exp1-late	0	0	0	0	0	0	0	0.166667	0	0	0	0	0	0	0	0	0	0	0	0	0.00833333
Yurokovisky2013-Exp1-single	1	0.833333	0.666667	0.833333	0.833333	0.833333	0.666667	0.666667	0.833333	1	0.833333	1	0.833333	0.833333	1	0.666667	0.833333	0.666667	0.833333	0.666667	0.816667
