@relation features
@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute f65 numeric
@attribute f66 numeric
@attribute f67 numeric
@attribute f68 numeric
@attribute f69 numeric
@attribute f70 numeric
@attribute f71 numeric
@attribute f72 numeric
@attribute f73 numeric
@attribute f74 numeric
@attribute f75 numeric
@attribute f76 numeric
@attribute f77 numeric
@attribute f78 numeric
@attribute f79 numeric
@attribute f80 numeric
@attribute f81 numeric
@attribute f82 numeric
@attribute f83 numeric
@attribute f84 numeric
@attribute f85 numeric
@attribute f86 numeric
@attribute f87 numeric
@attribute f88 numeric
@attribute f89 numeric
@attribute f90 numeric
@attribute f91 numeric
@attribute f92 numeric
@attribute f93 numeric
@attribute f94 numeric
@attribute f95 numeric
@attribute f96 numeric
@attribute f97 numeric
@attribute f98 numeric
@attribute f99 numeric
@attribute f100 numeric
@attribute f101 numeric
@attribute f102 numeric
@attribute f103 numeric
@attribute f104 numeric
@attribute f105 numeric
@attribute f106 numeric
@attribute f107 numeric
@attribute f108 numeric
@attribute f109 numeric
@attribute f110 numeric
@attribute f111 numeric
@attribute f112 numeric
@attribute f113 numeric
@attribute f114 numeric
@attribute f115 numeric
@attribute f116 numeric
@attribute f117 numeric
@attribute f118 numeric
@attribute f119 numeric
@attribute f120 numeric
@attribute f121 numeric
@attribute f122 numeric
@attribute f123 numeric
@attribute f124 numeric
@attribute f125 numeric
@attribute f126 numeric
@attribute f127 numeric
@attribute class numeric
@data
0	0	0	1	2	2	3	0	0	0	0	0	131	130	1	0	49	46	6	1	131	131	1	2	29	25	8	10	6	7	4	4	0	0	1	2	13	8	2	0	1	8	8	14	131	131	0	0	30	54	15	8	81	52	2	5	9	8	3	5	5	9	7	8	0	0	2	8	15	4	1	0	0	4	116	131	119	27	0	0	1	9	131	131	9	3	0	0	6	7	131	79	3	1	0	0	0	0	2	4	1	0	0	0	0	0	20	17	1	0	0	1	1	1	82	47	0	0	0	0	0	0	131	76	0	0	0	0	0
0	0	0	1	2	1	0	0	3	2	0	13	137	114	0	0	85	42	2	18	137	82	2	2	18	7	1	5	9	11	9	5	0	0	0	2	15	10	1	0	9	19	11	16	137	137	1	0	36	46	10	10	61	47	5	5	6	4	4	7	7	5	4	3	0	0	2	11	16	5	0	0	1	5	137	137	111	30	0	0	5	8	137	137	6	3	0	1	2	5	137	77	5	1	0	0	0	0	0	2	0	0	0	0	0	0	15	13	0	0	0	0	0	1	76	40	0	0	0	0	0	0	137	60	1	0	0	0	0
0	0	0	1	1	1	0	0	1	2	0	5	135	105	0	0	72	56	3	10	135	72	1	0	16	11	4	2	7	12	7	4	0	0	0	3	20	22	1	0	10	21	12	17	135	135	1	0	32	45	8	6	44	63	5	3	6	5	2	5	6	7	6	5	0	0	4	25	23	11	0	0	2	5	134	135	81	42	0	0	4	8	135	135	5	4	1	1	1	4	88	59	5	2	1	1	0	0	0	2	0	0	0	0	0	0	20	25	0	0	0	0	0	0	107	91	1	0	0	0	0	1	135	131	0	0	0	0	0
0	0	0	1	0	0	0	0	0	1	0	4	139	81	0	0	63	70	6	12	151	105	1	0	36	25	1	2	4	8	7	3	0	0	0	6	10	18	0	0	3	18	8	50	111	151	3	0	22	53	5	7	60	115	5	3	6	6	2	1	2	4	9	7	0	0	0	17	10	6	0	0	0	5	63	151	45	38	0	0	0	5	94	151	6	3	1	1	4	4	21	42	2	1	5	6	0	0	0	0	0	0	0	0	0	0	8	26	0	0	0	0	0	0	81	151	1	0	0	0	0	1	114	151	3	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3	62	65	5	0	43	78	6	15	164	164	2	0	62	63	3	2	9	5	4	5	0	0	0	9	16	15	3	0	2	8	3	69	83	164	58	1	16	62	9	4	66	146	16	6	11	12	1	0	0	2	5	12	0	0	0	16	13	2	0	0	0	2	6	164	73	27	2	0	2	4	10	164	20	2	3	5	8	5	1	2	1	0	1	11	0	0	0	0	0	0	0	0	0	0	3	71	10	0	0	0	1	1	19	164	42	0	0	0	4	3	9	117	13	0	4	5	0
0	0	0	0	0	0	0	0	0	0	0	3	71	48	4	0	81	89	1	31	152	152	1	2	77	44	0	2	4	1	3	8	0	0	0	4	10	4	1	0	2	5	3	73	108	152	68	1	24	75	8	10	89	145	17	8	16	10	0	0	0	2	3	10	0	0	0	4	6	0	0	0	0	1	1	152	118	17	4	0	11	5	1	136	50	2	2	7	9	2	0	0	0	2	4	10	0	0	0	0	0	0	0	0	0	0	0	68	26	0	0	0	1	1	1	152	110	0	1	1	8	2	0	39	16	2	5	9	0
0	0	3	31	141	10	0	0	3	12	58	66	141	11	0	0	4	3	17	17	1	1	1	2	1	1	2	2	2	1	2	2	0	1	11	20	29	1	0	0	0	24	141	116	44	1	0	0	4	1	47	141	87	9	2	4	4	0	1	10	10	3	2	4	0	0	0	0	0	0	0	0	0	0	0	2	9	12	0	0	43	17	0	51	141	141	5	29	27	6	1	9	24	16	3	13	0	0	0	1	16	12	8	0	0	13	11	5	57	141	96	5	59	141	22	5	129	141	22	5	24	16	0	2	6	7	3	3	0
0	0	0	17	77	4	0	0	5	10	49	103	147	12	0	0	6	4	27	24	3	0	1	1	1	1	2	2	2	2	2	2	0	0	1	6	13	0	0	0	0	22	127	112	75	2	0	0	10	5	59	147	140	42	2	2	6	0	1	8	8	8	2	4	0	0	0	0	0	0	0	0	0	1	2	1	37	93	23	0	77	46	14	23	147	147	13	5	30	9	0	4	14	16	3	3	0	0	0	0	4	1	0	0	4	8	5	32	147	145	55	0	29	48	22	6	60	129	29	8	6	5	1	1	3	5	5	3	0
0	0	0	1	17	1	0	0	5	4	32	134	152	12	0	0	8	6	44	42	28	1	0	2	1	1	2	2	2	2	2	2	0	0	0	0	1	0	0	0	0	4	97	91	71	1	0	0	3	5	112	152	152	42	5	1	4	1	1	18	32	11	6	4	0	0	0	0	0	0	0	0	0	0	0	2	40	69	23	0	31	38	11	20	152	152	39	4	23	15	1	3	29	27	7	3	0	0	0	0	0	0	0	0	1	0	0	43	152	65	19	0	26	20	11	34	152	103	29	10	6	7	1	0	2	5	6	4	0
0	5	14	56	115	30	1	0	49	84	42	43	20	45	59	26	12	11	1	4	30	46	47	26	3	2	3	2	5	3	2	2	0	0	0	2	130	26	0	0	21	2	0	15	135	135	89	37	135	14	3	5	9	29	77	135	20	5	6	13	6	1	0	5	0	0	0	4	94	26	0	0	33	35	59	135	135	17	0	4	135	135	59	42	23	11	4	19	26	17	2	14	37	14	1	1	0	0	0	7	50	15	1	0	7	11	37	39	6	5	3	3	12	46	35	13	4	13	17	14	1	1	1	4	13	14	5	1	0
